date,threshold_c,observed_km2,trend_km2,seasonal_km2,remainder_km2,year
2014-03-08,28,31070801.73,38612624.72,-5932925.415,-1608897.576,2014
2014-03-09,28,32212743.74,38623961.03,-5606157.942,-805059.3441,2014
2014-03-10,28,32224547.08,38635334.72,-4836054.278,-1574733.365,2014
2014-03-11,28,31672838.83,38646746.03,-4751862.444,-2222044.752,2014
2014-03-12,28,31392768.8,38658195.15,-4477045.806,-2788380.539,2014
2014-03-13,28,32123025.03,38669682.29,-4319189.461,-2227467.802,2014
2014-03-14,28,33053428.19,38681207.68,-4180180.983,-1447598.504,2014
2014-03-15,28,32999574.49,38692771.51,-4276157.218,-1417039.799,2014
2014-03-16,28,32369242.82,38704373.99,-4087325.35,-2247805.819,2014
2014-03-17,28,31562196.26,38716015.33,-4055115.379,-3098703.692,2014
2014-03-18,28,32074884.15,38727695.74,-2963884.275,-3688927.313,2014
2014-03-19,28,32673815.71,38739415.42,-2834954.715,-3230644.994,2014
2014-03-20,28,33120469.46,38751174.58,-3055502.977,-2575202.142,2014
2014-03-21,28,33911803,38762973.42,-2564106.113,-2287064.309,2014
2014-03-22,28,34406487.2,38774812.15,-2628880.134,-1739444.817,2014
2014-03-23,28,34180417.58,38786690.97,-2340385.06,-2265888.326,2014
2014-03-24,28,34166389.53,38798610.07,-2172955.064,-2459265.471,2014
2014-03-25,28,33870554.92,38810569.65,-2011527.425,-2928487.302,2014
2014-03-26,28,33466234.28,38822569.9,-2310832.912,-3045502.71,2014
2014-03-27,28,33865962.68,38834611.02,-2160991.743,-2807656.599,2014
2014-03-28,28,35333791.32,38846693.2,-1850434.451,-1662467.427,2014
2014-03-29,28,36349425.59,38858816.62,-1495171.826,-1014219.205,2014
2014-03-30,28,36414819.01,38870981.48,-1410256.531,-1045905.938,2014
2014-03-31,28,36361193.95,38883187.96,-782009.3488,-1739984.661,2014
2014-04-01,28,36346574.67,38895436.25,-1085276.335,-1463585.244,2014
2014-04-02,28,35851724.84,38907726.52,-363800.5746,-2692201.11,2014
2014-04-03,28,35637357.29,38920058.96,193587.2315,-3476288.903,2014
2014-04-04,28,35774683.09,38932433.72,135135.5949,-3292886.227,2014
2014-04-05,28,35021188.29,38944850.96,73084.65558,-3996747.328,2014
2014-04-06,28,35032627.81,38957310.83,622052.8787,-4546735.901,2014
2014-04-07,28,35581027.5,38969813.47,577327.8935,-3966113.864,2014
2014-04-08,28,35871235.03,38982359.01,702618.8008,-3813742.783,2014
2014-04-09,28,43450732.3,38994947.59,947510.2697,3508274.445,2014
2014-04-10,28,44490058.9,39007579.31,1304088.788,4178390.797,2014
2014-04-11,28,45237595.69,39020254.32,1389168.437,4828172.934,2014
2014-04-12,28,44709935.78,39032972.72,884867.6489,4792095.414,2014
2014-04-13,28,44721749.09,39045734.62,1489471.934,4186542.539,2014
2014-04-14,28,45327916.38,39058540.12,1170223.859,5099152.4,2014
2014-04-15,28,45923023.25,39071389.33,1557630.303,5294003.622,2014
2014-04-16,28,45852487.46,39084282.31,1489583.068,5278622.078,2014
2014-04-17,28,45999645.39,39097219.16,1692165.357,5210260.873,2014
2014-04-18,28,45928424.41,39110199.92,3074440.679,3743783.806,2014
2014-04-19,28,38700951,39123224.66,2872514.702,-3294788.36,2014
2014-04-20,28,38962034.35,39136293.4,2517727.564,-2691986.614,2014
2014-04-21,28,38885286.85,39149406.18,2330337.321,-2594456.652,2014
2014-04-22,28,39306156.11,39162563.03,1592909.905,-1449316.822,2014
2014-04-23,28,38691590.29,39175763.96,959990.0736,-1444163.739,2014
2014-04-24,28,38029297.06,39189008.98,1376574.223,-2536286.14,2014
2014-04-25,28,38002951.24,39202298.1,1147749.106,-2347095.962,2014
2014-04-26,28,38271470.91,39215631.31,1396912.646,-2341073.043,2014
2014-04-27,28,37748880.47,39229008.6,2260803.592,-3740931.723,2014
2014-04-28,28,38058390.8,39242429.96,950167.2569,-2134206.421,2014
2014-04-29,28,37996522.62,39255895.38,1589789.399,-2849162.159,2014
2014-04-30,28,47255984.07,39269404.83,2647580.673,5338998.572,2014
2014-05-01,28,47924423.51,39282958.28,2517718.541,6123746.689,2014
2014-05-02,28,47630841.35,39296555.72,3489598.962,4844686.671,2014
2014-05-03,28,46745184.76,39310197.11,3128024.922,4306962.731,2014
2014-05-04,28,38959805.08,39323882.42,1460940.68,-1825018.017,2014
2014-05-05,28,39586484.56,39337611.61,3067263.236,-2818390.288,2014
2014-05-06,28,48098462.18,39351384.66,3709370.75,5037706.773,2014
2014-05-07,28,48748627.47,39365201.52,3898467.709,5484958.244,2014
2014-05-08,28,47747227.25,39379062.16,4018979.248,4349185.847,2014
2014-05-09,28,47008326.03,39392966.54,3307593.795,4307765.699,2014
2014-05-10,28,46274690.03,39406914.62,2999966.497,3867808.915,2014
2014-05-11,28,46330517.86,39420906.36,3204507.21,3705104.294,2014
2014-05-12,28,39103474,39434941.7,2297950.901,-2629418.602,2014
2014-05-13,28,39353416,39449020.6,1992467.343,-2088071.947,2014
2014-05-14,28,38849209.69,39463143.01,2610178.274,-3224111.596,2014
2014-05-15,28,38489921.57,39477308.88,2597170.924,-3584558.235,2014
2014-05-16,28,38906679.41,39491518.16,2234831.017,-2819669.766,2014
2014-05-17,28,46616704.66,39505770.8,2662216.546,4448717.311,2014
2014-05-18,28,46792407.51,39520066.77,2852216.282,4420124.462,2014
2014-05-19,28,46362038.28,39534406,3425483.601,3402148.677,2014
2014-05-20,28,39386042.31,39548788.46,3134775.727,-3297521.882,2014
2014-05-21,28,40726081.86,39563214.1,3723425.266,-2560557.51,2014
2014-05-22,28,50191197.52,39577682.87,4136500.41,6477014.237,2014
2014-05-23,28,50290689.28,39592194.72,4075606.941,6622887.616,2014
2014-05-24,28,49971901.69,39606749.61,3472164.002,6892988.082,2014
2014-05-25,28,49829581.44,39621347.47,3488145.351,6720088.62,2014
2014-05-26,28,50227115.47,39635988.25,3738937.303,6852189.914,2014
2014-05-27,28,50062948.48,39650671.9,4313556.162,6098720.418,2014
2014-05-28,28,49619141,39665398.34,4240899.713,5712842.943,2014
2014-05-29,28,49297614.68,39680167.52,4113047.934,5504399.229,2014
2014-05-30,28,48621553.79,39694979.35,4125534.917,4801039.525,2014
2014-05-31,28,48593323.73,39709833.76,3205525.655,5677964.318,2014
2014-06-01,28,48411815.82,39724730.66,3519440.858,5167644.299,2014
2014-06-02,28,47712590.06,39739669.98,3231775.416,4741144.668,2014
2014-06-03,28,47757094.69,39754651.6,3316421.897,4686021.188,2014
2014-06-04,28,47707949.62,39769675.45,3519946.321,4418327.847,2014
2014-06-05,28,47913109.28,39784741.41,3121732.183,5006635.683,2014
2014-06-06,28,48245457.04,39799849.39,3149510.331,5296097.323,2014
2014-06-07,28,48956696.85,39814999.26,3596542.249,5545155.341,2014
2014-06-08,28,48550754.18,39830190.93,3580657.093,5139906.162,2014
2014-06-09,28,47959939.94,39845424.26,3709171.331,4405344.345,2014
2014-06-10,28,48151037.65,39860699.16,4020691.799,4269646.692,2014
2014-06-11,28,48793355.35,39876015.49,4038345.518,4878994.343,2014
2014-06-12,28,48860659.82,39891373.13,3552649.091,5416637.602,2014
2014-06-13,28,48824328.04,39906771.95,3340894.123,5576661.972,2014
2014-06-14,28,48804571.94,39922211.81,3810636.398,5071723.733,2014
2014-06-15,28,47901534.02,39937692.58,3266154.438,4697687.003,2014
2014-06-16,28,48803797.49,39953214.11,3104112.177,5746471.202,2014
2014-06-17,28,49620745.11,39968776.25,3713494.911,5938473.944,2014
2014-06-18,28,49487102.76,39984378.85,3476011.482,6026712.426,2014
2014-06-19,28,48287525.7,40000021.74,3224127.268,5063376.689,2014
2014-06-20,28,47498952.07,40015704.76,2613259.961,4869987.348,2014
2014-06-21,28,46631418.29,40031427.73,3201628.821,3398361.734,2014
2014-06-22,28,46343706.81,40047190.49,3076027.204,3220489.113,2014
2014-06-23,28,46289898.75,40062992.86,3247276.059,2979629.832,2014
2014-06-24,28,46659539.41,40078834.65,3380094.443,3200610.314,2014
2014-06-25,28,46255543.05,40094715.69,3853649.417,2307177.943,2014
2014-06-26,28,45910789.54,40110635.78,3629514.085,2170639.673,2014
2014-06-27,28,45019454.06,40126594.74,3473944.828,1418914.497,2014
2014-06-28,28,44490875.1,40142592.36,3840389.052,507893.6918,2014
2014-06-29,28,44276166.1,40158628.44,3752240.531,365297.1257,2014
2014-06-30,28,44593211.72,40174702.8,3134974.133,1283534.79,2014
2014-07-01,28,44863509.04,40190815.21,3025118.646,1647575.182,2014
2014-07-02,28,44376675.95,40206965.48,3093150.931,1076559.541,2014
2014-07-03,28,43914762.84,40223153.38,2837420.151,854189.3078,2014
2014-07-04,28,44149732.07,40239378.7,2989778.314,920575.0551,2014
2014-07-05,28,45025188.42,40255641.21,3218571.676,1550975.531,2014
2014-07-06,28,44590722.73,40271940.69,3173398.353,1145383.69,2014
2014-07-07,28,44337783.2,40288276.89,2969450.897,1080055.416,2014
2014-07-08,28,44227297.32,40304649.58,2747145.193,1175502.55,2014
2014-07-09,28,44264591.25,40321058.51,2849691.21,1093841.526,2014
2014-07-10,28,44997539.7,40337503.45,2736157.13,1923879.117,2014
2014-07-11,28,45331998.55,40353984.15,2672864.961,2305149.44,2014
2014-07-12,28,45516932.46,40370500.35,2728787.299,2417644.811,2014
2014-07-13,28,45979307.17,40387051.8,2921453.405,2670801.961,2014
2014-07-14,28,46384533.74,40403638.25,3307831.205,2673064.281,2014
2014-07-15,28,46607070.47,40420259.44,3100017.816,3086793.213,2014
2014-07-16,28,46688413.98,40436915.1,3216076.624,3035422.254,2014
2014-07-17,28,47143264.87,40453604.97,3154290.589,3535369.31,2014
2014-07-18,28,46653283.4,40470328.78,3259129.729,2923824.892,2014
2014-07-19,28,46012627.27,40487086.26,3415497.563,2110043.449,2014
2014-07-20,28,45693075.27,40503877.14,3949439.337,1239758.797,2014
2014-07-21,28,45732457.16,40520701.14,3868978.844,1342777.176,2014
2014-07-22,28,46275331.94,40537557.99,3553073.86,2184700.088,2014
2014-07-23,28,46532856.97,40554447.42,3772260.088,2206149.462,2014
2014-07-24,28,46224761.51,40571369.14,3054620.812,2598771.553,2014
2014-07-25,28,45350978.32,40588322.89,3245644.657,1517010.777,2014
2014-07-26,28,45348252.89,40605308.37,3087088.63,1655855.894,2014
2014-07-27,28,45853042.96,40622325.3,3682505.684,1548211.973,2014
2014-07-28,28,46342915.7,40639373.42,3477221,2226321.284,2014
2014-07-29,28,46756746.52,40656452.43,2932090.202,3168203.889,2014
2014-07-30,28,47057567.22,40673562.06,3099432.703,3284572.459,2014
2014-07-31,28,46789378.93,40690702.03,2914523.056,3184153.846,2014
2014-08-01,28,46697220.76,40707872.06,2655483.85,3333864.853,2014
2014-08-02,28,47259013.46,40725071.87,2731001.259,3802940.334,2014
2014-08-03,28,47487117.77,40742301.18,3011586.777,3733229.813,2014
2014-08-04,28,47845353.82,40759559.72,2818838.638,4266955.463,2014
2014-08-05,28,48005234.46,40776847.21,2533164.802,4695222.449,2014
2014-08-06,28,47580945.7,40794163.38,2692780.24,4094002.084,2014
2014-08-07,28,47725661.48,40811507.94,2877757.7,4036395.835,2014
2014-08-08,28,47239750.03,40828880.64,2599845.485,3811023.901,2014
2014-08-09,28,46016048.62,40846281.2,3128527.181,2041240.235,2014
2014-08-10,28,45784823.46,40863709.35,3044587.837,1876526.269,2014
2014-08-11,28,38388906.41,40881164.83,2673172.495,-5165430.911,2014
2014-08-12,28,38731329.06,40898647.35,2798005.01,-4965323.303,2014
2014-08-13,28,38573025.94,40916156.67,3803437.412,-6146568.138,2014
2014-08-14,28,45784127.55,40933692.49,3806765.793,1043669.267,2014
2014-08-15,28,45697873.46,40951254.56,3969513.043,777105.8616,2014
2014-08-16,28,46846623.24,40968842.59,3777989.647,2099791,2014
2014-08-17,28,47397270.16,40986456.33,3602186.019,2808627.809,2014
2014-08-18,28,48319338.29,41004095.51,3934784.673,3380458.109,2014
2014-08-19,28,48624854.84,41021759.85,4024815.876,3578279.115,2014
2014-08-20,28,48829124.85,41039449.09,4752469.37,3037206.392,2014
2014-08-21,28,48455151.16,41057162.96,4585315.891,2812672.312,2014
2014-08-22,28,48644349.54,41074901.18,4432378.825,3137069.532,2014
2014-08-23,28,48899004.28,41092663.5,4519888.153,3286452.631,2014
2014-08-24,28,48603205.47,41110449.62,4512217.028,2980538.82,2014
2014-08-25,28,48275750.57,41128259.29,4564076.404,2583414.878,2014
2014-08-26,28,41923441.33,41146092.22,4443066.476,-3665717.365,2014
2014-08-27,28,41859400.82,41163948.13,4564651.804,-3869199.113,2014
2014-08-28,28,42201631.77,41181826.74,4400247.416,-3380442.386,2014
2014-08-29,28,47311317.18,41199727.77,4728978.36,1382611.05,2014
2014-08-30,28,47394041.75,41217650.95,4846009.576,1330381.225,2014
2014-08-31,28,47804949.88,41235596,4740502.577,1828851.302,2014
2014-09-01,28,48430632.57,41253562.66,4472368.821,2704701.091,2014
2014-09-02,28,48233433.96,41271550.65,4668791.103,2293092.208,2014
2014-09-03,28,47773892.68,41289559.71,4571914.751,1912418.221,2014
2014-09-04,28,47270067.34,41307589.57,4502348.822,1460128.947,2014
2014-09-05,28,47791879.26,41325639.98,4509119.588,1957119.695,2014
2014-09-06,28,48022612.98,41343710.66,4330472.141,2348430.174,2014
2014-09-07,28,47838196.55,41361801.38,4347747.631,2128647.543,2014
2014-09-08,28,47772620.71,41379911.85,4613781.762,1778927.095,2014
2014-09-09,28,48329869.64,41398041.83,4466162.81,2465664.996,2014
2014-09-10,28,49457562.65,41416191.06,3921088.983,4120282.61,2014
2014-09-11,28,49382424.52,41434359.26,4131777.001,3816288.262,2014
2014-09-12,28,45351148.97,41452546.17,3831331.16,67271.64285,2014
2014-09-13,28,44536683.09,41470751.52,4006455.786,-940524.2135,2014
2014-09-14,28,43522469.99,41488975.04,3656238.436,-1622743.486,2014
2014-09-15,28,43470163.02,41507216.46,3984619.279,-2021672.724,2014
2014-09-16,28,43768997.3,41525475.52,4343486.468,-2099964.689,2014
2014-09-17,28,43712507.69,41543751.94,4316143.784,-2147388.036,2014
2014-09-18,28,42952709.32,41562045.46,3947671.434,-2557007.571,2014
2014-09-19,28,44694450.5,41580355.8,3925033.435,-810938.7313,2014
2014-09-20,28,45080941.56,41598682.69,3623040.097,-140781.2304,2014
2014-09-21,28,44879122.02,41617025.88,3774331.05,-512234.9104,2014
2014-09-22,28,48882660.87,41635385.09,4404520.684,2842755.095,2014
2014-09-23,28,48196960.76,41653760.06,4021925.12,2521275.579,2014
2014-09-24,28,48124112.13,41672150.52,4348098.473,2103863.136,2014
2014-09-25,28,47658750.45,41690556.21,4165772.925,1802421.319,2014
2014-09-26,28,48105294.97,41708976.85,3874598.223,2521719.9,2014
2014-09-27,28,48054545.57,41727412.18,3797354.266,2529779.127,2014
2014-09-28,28,47510866.48,41745861.93,3970908.476,1794096.073,2014
2014-09-29,28,43563467.48,41764325.85,3471535.524,-1672393.89,2014
2014-09-30,28,43679482.08,41782803.66,3455779.779,-1559101.362,2014
2014-10-01,28,43220982.18,41801295.13,3829257.037,-2409569.989,2014
2014-10-02,28,42684616.51,41819800.01,3725324.787,-2860508.284,2014
2014-10-03,28,42345659.68,41838318.05,3495669.245,-2988327.612,2014
2014-10-04,28,42007109.7,41856849.02,3214445.993,-3064185.316,2014
2014-10-05,28,45218471.45,41875392.71,2897421.956,445656.7879,2014
2014-10-06,28,46077309.52,41893948.87,2890480.959,1292879.693,2014
2014-10-07,28,46267042.36,41912517.29,2993894.544,1360630.529,2014
2014-10-08,28,46269435.17,41931097.74,2950132.318,1388205.116,2014
2014-10-09,28,46426173.32,41949689.99,2895940.534,1580542.791,2014
2014-10-10,28,46571354.11,41968293.85,3147092.967,1455967.294,2014
2014-10-11,28,46584130.98,41986909.09,3175183.093,1422038.8,2014
2014-10-12,28,46609636.72,42005535.51,3234036.538,1370064.676,2014
2014-10-13,28,43060271.24,42024172.9,2996399.644,-1960301.306,2014
2014-10-14,28,46303603.1,42042821.08,2988467.163,1272314.858,2014
2014-10-15,28,45554097.25,42061479.84,2812783.558,679833.848,2014
2014-10-16,28,45509929.69,42080149,2586656.1,843124.5857,2014
2014-10-17,28,45466167.24,42098828.37,2520769.793,846569.074,2014
2014-10-18,28,45460984.99,42117517.76,2524898.024,818569.2055,2014
2014-10-19,28,45131546.78,42136216.98,2354519.981,640809.8201,2014
2014-10-20,28,44036261.6,42154925.84,2163962.786,-282627.024,2014
2014-10-21,28,44282611.24,42173644.14,2040974.732,67992.36612,2014
2014-10-22,28,44527737.04,42192371.69,1923201.915,412163.4366,2014
2014-10-23,28,45964344.41,42211108.27,1969886.03,1783350.114,2014
2014-10-24,28,44988396.93,42229853.66,1939123.822,819419.4501,2014
2014-10-25,28,44579646.2,42248607.65,1962803.423,368235.1308,2014
2014-10-26,28,45503432.37,42267370.01,2034637.376,1201424.983,2014
2014-10-27,28,45882051.06,42286140.53,2100870.34,1495040.192,2014
2014-10-28,28,46523575.25,42304918.98,2027366.137,2191290.138,2014
2014-10-29,28,46958724.71,42323705.12,2143490.863,2491528.725,2014
2014-10-30,28,46776692.83,42342498.74,2075626.724,2358567.369,2014
2014-10-31,28,46454882.23,42361299.58,1767934.034,2325648.616,2014
2014-11-01,28,45844797.04,42380107.4,1784073.042,1680616.595,2014
2014-11-02,28,41808442.22,42398921.96,1193605.518,-1784085.254,2014
2014-11-03,28,41461971.45,42417742.98,988230.6326,-1944002.158,2014
2014-11-04,28,40990061.29,42436570.2,1012683.103,-2459192.011,2014
2014-11-05,28,43467505.41,42455403.36,1222269.262,-210167.2136,2014
2014-11-06,28,41223441.72,42474242.19,1214674.89,-2465475.364,2014
2014-11-07,28,41143213.13,42493086.42,852035.1176,-2201908.41,2014
2014-11-08,28,40716012.29,42511935.77,567934.3022,-2363857.78,2014
2014-11-09,28,40888416.99,42530789.95,509899.741,-2152272.697,2014
2014-11-10,28,40982815.9,42549648.67,337417.9051,-1904250.676,2014
2014-11-11,28,40840004.87,42568511.65,127363.6137,-1855870.394,2014
2014-11-12,28,40995230.85,42587378.59,220713.3382,-1812861.077,2014
2014-11-13,28,40971000.75,42606249.19,174191.2968,-1809439.737,2014
2014-11-14,28,40902989.29,42625123.15,192382.9796,-1914516.844,2014
2014-11-15,28,44952256.61,42644000.18,491453.3292,1816803.104,2014
2014-11-16,28,40987866.34,42662879.95,90247.43405,-1765261.044,2014
2014-11-17,28,40863492.2,42681762.16,129842.5416,-1948112.502,2014
2014-11-18,28,41278857.53,42700646.49,177005.0423,-1598794,2014
2014-11-19,28,44842475.81,42719532.61,452838.9504,1670104.252,2014
2014-11-20,28,44931972.8,42738420.19,303057.1748,1890495.438,2014
2014-11-21,28,44281836.79,42757308.89,-69695.99699,1594223.9,2014
2014-11-22,28,43807571.17,42776198.36,-307857.4362,1339230.248,2014
2014-11-23,28,43459608.09,42795088.24,-617300.7351,1281820.583,2014
2014-11-24,28,43201201.27,42813978.17,-690474.2967,1077697.394,2014
2014-11-25,28,43858891.71,42832867.78,-706431.6485,1732455.582,2014
2014-11-26,28,43688379.41,42851756.67,-826837.2632,1663460,2014
2014-11-27,28,40728115.71,42870644.48,-1148183.84,-994344.9299,2014
2014-11-28,28,40695761.2,42889530.81,-1380975.361,-812794.2512,2014
2014-11-29,28,41042921.5,42908415.28,-1556520.826,-308972.9572,2014
2014-11-30,28,43469920.84,42927297.5,-1503897.122,2046520.458,2014
2014-12-01,28,43517839.7,42946177.09,-1583432.259,2155094.872,2014
2014-12-02,28,42696003.47,42965053.64,-1763765.179,1494715.013,2014
2014-12-03,28,40241459.07,42983926.76,-1969976.544,-772491.142,2014
2014-12-04,28,40096098.61,43002796.04,-2100688.701,-806008.7321,2014
2014-12-05,28,39602923.57,43021661.09,-2320014.72,-1098722.802,2014
2014-12-06,28,39425912.83,43040521.49,-2445393.857,-1169214.803,2014
2014-12-07,28,38666632.85,43059376.82,-2904448.663,-1488295.309,2014
2014-12-08,28,39290896.09,43078226.67,-2973492.624,-813837.9525,2014
2014-12-09,28,38847948.26,43097070.6,-3223070.803,-1026051.537,2014
2014-12-10,28,38994437.69,43115908.2,-3277034.253,-844436.2567,2014
2014-12-11,28,38126595.6,43134739.03,-3497285.8,-1510857.634,2014
2014-12-12,28,38225643.98,43153562.67,-3235924.727,-1691993.963,2014
2014-12-13,28,38028071.18,43172378.68,-3433129.497,-1711177.999,2014
2014-12-14,28,38439602.54,43191186.61,-3515406.915,-1236177.159,2014
2014-12-15,28,38331241.17,43209986.05,-3739260.253,-1139484.631,2014
2014-12-16,28,39744299.35,43228776.56,-3734815.261,250338.0484,2014
2014-12-17,28,39984984.86,43247557.71,-3785040.307,522467.4614,2014
2014-12-18,28,38538230.49,43266329.05,-4193398.384,-534700.1747,2014
2014-12-19,28,38717132,43285090.15,-4334103.579,-233854.5734,2014
2014-12-20,28,38209436.23,43303840.57,-4556253.398,-538150.9462,2014
2014-12-21,28,37145959.73,43322579.87,-4745488.009,-1431132.13,2014
2014-12-22,28,36316849.11,43341307.59,-4923660.976,-2100797.501,2014
2014-12-23,28,35540114.44,43360023.28,-5085689.621,-2734219.222,2014
2014-12-24,28,35339236.2,43378726.51,-5061327.662,-2978162.645,2014
2014-12-25,28,35295606.64,43397416.81,-4941978.618,-3159831.554,2014
2014-12-26,28,34925705.23,43416093.75,-5014472.134,-3475916.388,2014
2014-12-27,28,34628491.25,43434756.88,-5018886.543,-3787379.087,2014
2014-12-28,28,34292873.27,43453405.75,-5136324.842,-4024207.636,2014
2014-12-29,28,33784872.34,43472039.91,-5396872.442,-4290295.125,2014
2014-12-30,28,34008321.69,43490658.9,-5676020.073,-3806317.139,2014
2014-12-31,28,33891656.71,43509262.28,-6010737.611,-3606867.96,2014
2015-01-01,28,33497331.1,43527849.59,-6169329.687,-3861188.799,2015
2015-01-02,28,33337165.03,43546420.37,-6236163.587,-3973091.749,2015
2015-01-03,28,33344218,43564974.17,-6273466.928,-3947289.244,2015
2015-01-04,28,33457423.7,43583510.55,-6315045.055,-3811041.797,2015
2015-01-05,28,33336436.84,43602029.06,-6327919.637,-3937672.584,2015
2015-01-06,28,33084215.64,43620529.25,-6343083.902,-4193229.703,2015
2015-01-07,28,32506838.75,43639010.66,-6443906.828,-4688265.077,2015
2015-01-08,28,31913090.43,43657472.83,-6751360.45,-4993021.953,2015
2015-01-09,28,31704086.21,43675915.32,-6853138.741,-5118690.368,2015
2015-01-10,28,31699740.85,43694337.65,-6999366.666,-4995230.129,2015
2015-01-11,28,31761810.03,43712739.34,-7330968.751,-4619960.561,2015
2015-01-12,28,31315219.1,43731119.93,-7346572.723,-5069328.105,2015
2015-01-13,28,31140563.99,43749478.92,-7355473.651,-5253441.281,2015
2015-01-14,28,31538031.72,43767815.83,-7384683.598,-4845100.513,2015
2015-01-15,28,32076490.95,43786130.16,-7256896.118,-4452743.093,2015
2015-01-16,28,33048550.58,43804421.42,-7167060.915,-3588809.925,2015
2015-01-17,28,34090143.29,43822689.11,-6960698.095,-2771847.729,2015
2015-01-18,28,34793354.97,43840932.75,-6800636.96,-2246940.82,2015
2015-01-19,28,34134784.87,43859151.84,-6876463.927,-2847903.039,2015
2015-01-20,28,33920588.05,43877345.88,-6892721.625,-3064036.207,2015
2015-01-21,28,33964964.26,43895514.4,-6880038.578,-3050511.558,2015
2015-01-22,28,34472389.5,43913656.89,-6939327.518,-2501939.869,2015
2015-01-23,28,34314330.71,43931772.86,-7085053.437,-2532388.717,2015
2015-01-24,28,34523778.36,43949861.83,-7078663.56,-2347419.912,2015
2015-01-25,28,34242896.58,43967923.29,-7130497.112,-2594529.597,2015
2015-01-26,28,34840205.09,43985956.73,-6980916.017,-2164835.621,2015
2015-01-27,28,35278050.67,44003961.64,-6961442.214,-1764468.757,2015
2015-01-28,28,34602817.08,44021937.52,-7155127.912,-2263992.526,2015
2015-01-29,28,34683263.73,44039883.84,-7400330.498,-1956289.615,2015
2015-01-30,28,34248789.47,44057800.09,-7721585.747,-2087424.876,2015
2015-01-31,28,34324407.33,44075685.75,-7949502.993,-1801775.426,2015
2015-02-01,28,34163960.01,44093540.28,-8121168.971,-1808411.297,2015
2015-02-02,28,33385084.5,44111363.15,-8292873.634,-2433405.019,2015
2015-02-03,28,33242461.74,44129153.85,-8330524.847,-2556167.258,2015
2015-02-04,28,34373607.06,44146911.82,-8306917.508,-1466387.255,2015
2015-02-05,28,34730887.66,44164636.56,-8302007.962,-1131740.935,2015
2015-02-06,28,34826209.42,44182327.52,-8174818.952,-1181299.146,2015
2015-02-07,28,35280979.36,44199984.17,-8086469.418,-832535.3965,2015
2015-02-08,28,34581509.82,44217606,-7904128.882,-1731967.293,2015
2015-02-09,28,33828928.55,44235192.45,-7945022.835,-2461241.066,2015
2015-02-10,28,33908325.17,44252743.01,-8032814.716,-2311603.124,2015
2015-02-11,28,33891238.96,44270257.14,-7714485.875,-2664532.307,2015
2015-02-12,28,33708890.4,44287734.32,-7719717.629,-2859126.288,2015
2015-02-13,28,33636444.44,44305174.01,-7482788.79,-3185940.776,2015
2015-02-14,28,34093929.08,44322575.68,-7351597.12,-2877049.483,2015
2015-02-15,28,33586536.61,44339938.82,-7133925.516,-3619476.694,2015
2015-02-16,28,33702537.38,44357262.89,-7244295.575,-3410429.938,2015
2015-02-17,28,34216092.35,44374547.37,-7374873.569,-2783581.454,2015
2015-02-18,28,33910858.6,44391791.73,-7074888.551,-3406044.583,2015
2015-02-19,28,33682171.6,44408995.45,-7191236.831,-3535587.02,2015
2015-02-20,28,33321749.91,44426158,-7093676.582,-4010731.504,2015
2015-02-21,28,32824161.87,44443278.84,-6987323.412,-4631793.557,2015
2015-02-22,28,32237107.8,44460357.45,-6984117.7,-5239131.949,2015
2015-02-23,28,32215343.33,44477393.29,-7334913.399,-4927136.566,2015
2015-02-24,28,33159883.17,44494385.84,-7261860.713,-4072641.961,2015
2015-02-25,28,33270193.08,44511334.56,-7207730.63,-4033410.854,2015
2015-02-26,28,33877798.57,44528238.92,-6976353.759,-3674086.593,2015
2015-02-27,28,34373617.49,44545098.39,-6677849.403,-3493631.495,2015
2015-02-28,28,34468326.48,44561912.43,-6532758.122,-3560827.831,2015
2015-03-01,28,34456876.01,44578680.53,-6479998.358,-3641806.159,2015
2015-03-02,28,34094697.09,44595402.14,-6410140.535,-4090564.514,2015
2015-03-03,28,34334532.61,44612076.74,-6288083.585,-3989460.547,2015
2015-03-04,28,34178230.96,44628703.8,-6174434.869,-4276037.975,2015
2015-03-05,28,34294206.1,44645282.8,-6157405.235,-4193671.465,2015
2015-03-06,28,34635228.43,44661813.2,-6178459.416,-3848125.355,2015
2015-03-07,28,34799977.48,44678294.48,-5969873.943,-3908443.059,2015
2015-03-08,28,34697428.82,44694726.12,-6028376.581,-3968920.722,2015
2015-03-09,28,33462550.13,44711107.6,-5711111.052,-5537446.423,2015
2015-03-10,28,33770703.3,44727438.41,-4921335.979,-6035399.133,2015
2015-03-11,28,32997138.68,44743718.03,-4832384.879,-6914194.476,2015
2015-03-12,28,32809349.69,44759945.97,-4530747.589,-7419848.689,2015
2015-03-13,28,32998590.27,44776121.71,-4363452.047,-7414079.393,2015
2015-03-14,28,32636349.6,44792244.76,-4238981.754,-7916913.41,2015
2015-03-15,28,31993931.44,44808314.64,-4329512.025,-8484871.177,2015
2015-03-16,28,31472301.3,44824330.86,-4154053.094,-9197976.464,2015
2015-03-17,28,31927483.62,44840292.94,-4125334.691,-8787474.628,2015
2015-03-18,28,33217417.28,44856200.42,-2984110.951,-8654672.186,2015
2015-03-19,28,33967286.71,44872052.83,-2865847.446,-8038918.678,2015
2015-03-20,28,34836414.56,44887849.74,-3118841.516,-6932593.661,2015
2015-03-21,28,40626976.7,44903590.68,-2597159.569,-1679454.412,2015
